value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label
9151,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00000,全国,1997000000,1997年
1942,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00012,大都市,1997000000,1997年
3975,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00013,中都市,1997000000,1997年
618,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00014,人口50～100万未満市,1997000000,1997年
1717,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00015,人口30～50万未満市,1997000000,1997年
1640,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00016,人口15～30万未満市,1997000000,1997年
2505,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00018,小都市Ａ,1997000000,1997年
1158,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00019,人口10～15万未満市,1997000000,1997年
1347,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00020,人口5～10万未満市,1997000000,1997年
384,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00021,小都市Ｂ,1997000000,1997年
345,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,00022,町村,1997000000,1997年
531,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,01000,北海道,1997000000,1997年
108,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,02000,青森県,1997000000,1997年
88,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,03000,岩手県,1997000000,1997年
145,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,04000,宮城県,1997000000,1997年
48,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,05000,秋田県,1997000000,1997年
88,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,06000,山形県,1997000000,1997年
119,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,07000,福島県,1997000000,1997年
165,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,08000,茨城県,1997000000,1997年
140,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,09000,栃木県,1997000000,1997年
141,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,10000,群馬県,1997000000,1997年
508,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,11000,埼玉県,1997000000,1997年
358,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,12000,千葉県,1997000000,1997年
847,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,13000,東京都,1997000000,1997年
561,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,14000,神奈川県,1997000000,1997年
168,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,15000,新潟県,1997000000,1997年
100,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,16000,富山県,1997000000,1997年
105,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,17000,石川県,1997000000,1997年
78,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,18000,福井県,1997000000,1997年
33,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,19000,山梨県,1997000000,1997年
159,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,20000,長野県,1997000000,1997年
116,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,21000,岐阜県,1997000000,1997年
257,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,22000,静岡県,1997000000,1997年
494,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,23000,愛知県,1997000000,1997年
151,004,うるち米，コシヒカリ，５ｋｇ,201,総数,001,集計価格数,24000,三重県,1997000000,1997年
