value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label,unit
49954,1,全世帯,001,平均,001,集計世帯数,00000,全国,1984000000,1984年,世帯
18685,1,全世帯,001,平均,001,集計世帯数,00415,3大都市圏平均,1984000000,1984年,世帯
815909,1,全世帯,001,平均,002,世帯数分布（抽出率調整）,00000,全国,1984000000,1984年,世帯
374093,1,全世帯,001,平均,002,世帯数分布（抽出率調整）,00415,3大都市圏平均,1984000000,1984年,世帯
10000,1,全世帯,001,平均,003,（１万分比）,00000,全国,1984000000,1984年,
10000,1,全世帯,001,平均,003,（１万分比）,00415,3大都市圏平均,1984000000,1984年,
3.85,1,全世帯,001,平均,004,世帯人員（人）,00000,全国,1984000000,1984年,人
3.77,1,全世帯,001,平均,004,世帯人員（人）,00415,3大都市圏平均,1984000000,1984年,人
1.7,1,全世帯,001,平均,005,有業人員（人）,00000,全国,1984000000,1984年,人
1.57,1,全世帯,001,平均,005,有業人員（人）,00415,3大都市圏平均,1984000000,1984年,人
46.4,1,全世帯,001,平均,006,世帯主の年齢（歳）,00000,全国,1984000000,1984年,歳
45.4,1,全世帯,001,平均,006,世帯主の年齢（歳）,00415,3大都市圏平均,1984000000,1984年,歳
74.3,1,全世帯,001,平均,007,持家率（％）,00000,全国,1984000000,1984年,％
69.4,1,全世帯,001,平均,007,持家率（％）,00415,3大都市圏平均,1984000000,1984年,％
5.3,1,全世帯,001,平均,008,居住室数（室）,00000,全国,1984000000,1984年,室
4.9,1,全世帯,001,平均,008,居住室数（室）,00415,3大都市圏平均,1984000000,1984年,室
26.7,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00000,全国,1984000000,1984年,％
32.3,1,全世帯,001,平均,009,家賃・地代を支払っている世帯割合（％）,00415,3大都市圏平均,1984000000,1984年,％
5475,1,全世帯,001,平均,010,年間収入（千円）,00000,全国,1984000000,1984年,千円
5906,1,全世帯,001,平均,010,年間収入（千円）,00415,3大都市圏平均,1984000000,1984年,千円
264408,1,全世帯,001,平均,011,消費支出,00000,全国,1984000000,1984年,円
284418,1,全世帯,001,平均,011,消費支出,00415,3大都市圏平均,1984000000,1984年,円
75306,1,全世帯,001,平均,012,食料,00000,全国,1984000000,1984年,円
82960,1,全世帯,001,平均,012,食料,00415,3大都市圏平均,1984000000,1984年,円
9218,1,全世帯,001,平均,013,穀類,00000,全国,1984000000,1984年,円
10225,1,全世帯,001,平均,013,穀類,00415,3大都市圏平均,1984000000,1984年,円
5662,1,全世帯,001,平均,014,米類,00000,全国,1984000000,1984年,円
6132,1,全世帯,001,平均,014,米類,00415,3大都市圏平均,1984000000,1984年,円
1987,1,全世帯,001,平均,015,パン,00000,全国,1984000000,1984年,円
2377,1,全世帯,001,平均,015,パン,00415,3大都市圏平均,1984000000,1984年,円
1275,1,全世帯,001,平均,016,めん類,00000,全国,1984000000,1984年,円
1388,1,全世帯,001,平均,016,めん類,00415,3大都市圏平均,1984000000,1984年,円
293,1,全世帯,001,平均,017,穀粉・その他,00000,全国,1984000000,1984年,円
328,1,全世帯,001,平均,017,穀粉・その他,00415,3大都市圏平均,1984000000,1984年,円
11007,1,全世帯,001,平均,018,魚介類,00000,全国,1984000000,1984年,円
11144,1,全世帯,001,平均,018,魚介類,00415,3大都市圏平均,1984000000,1984年,円
7315,1,全世帯,001,平均,019,生鮮魚介,00000,全国,1984000000,1984年,円
7353,1,全世帯,001,平均,019,生鮮魚介,00415,3大都市圏平均,1984000000,1984年,円
2280,1,全世帯,001,平均,020,塩干魚介,00000,全国,1984000000,1984年,円
2339,1,全世帯,001,平均,020,塩干魚介,00415,3大都市圏平均,1984000000,1984年,円
884,1,全世帯,001,平均,021,魚肉練製品,00000,全国,1984000000,1984年,円
907,1,全世帯,001,平均,021,魚肉練製品,00415,3大都市圏平均,1984000000,1984年,円
528,1,全世帯,001,平均,022,他の魚介加工品,00000,全国,1984000000,1984年,円
