value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,cat04,cat04_label,cat05,cat05_label,area,area_label,time,time_label,unit
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003001012,2003年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000103,2004年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000406,2004年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004001012,2004年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000103,2005年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000406,2005年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000709,2005年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005001012,2005年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000103,2006年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000406,2006年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000406,2007年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000103,2008年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,15,教育，学習支援業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008001012,2008年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2003000103,2003年1～3月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2003000406,2003年4～6月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2003000709,2003年7～9月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2003001012,2003年10～12月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2004000103,2004年1～3月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2004000406,2004年4～6月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2004000709,2004年7～9月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2004001012,2004年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2005000103,2005年1～3月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2005000406,2005年4～6月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2005000709,2005年7～9月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2005001012,2005年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2006000103,2006年1～3月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2006000406,2006年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2006000709,2006年7～9月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2006001012,2006年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2007000406,2007年4～6月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
3,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2008000103,2008年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2008000406,2008年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2008000709,2008年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,00,15歳以上人口,00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2003000103,2003年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2003000709,2003年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2003001012,2003年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2004000103,2004年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2004000406,2004年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2004001012,2004年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2005000103,2005年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2005000406,2005年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2005001012,2005年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2006000103,2006年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2006000709,2006年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2006001012,2006年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2007000406,2007年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2007000709,2007年7～9月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2008000709,2008年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,02,就業者,00000,全国,2008001012,2008年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2003000103,2003年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2003000709,2003年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2003001012,2003年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2004000406,2004年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2004000709,2004年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2004001012,2004年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2005000103,2005年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2005000406,2005年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2005000709,2005年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2006000103,2006年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2006000406,2006年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2006000709,2006年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2006001012,2006年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2007000406,2007年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2007001012,2007年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2008000103,2008年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,07,完全失業者,00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2003000103,2003年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2003000406,2003年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2003000709,2003年7～9月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2003001012,2003年10～12月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2004000103,2004年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2004000406,2004年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2004001012,2004年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2005000103,2005年1～3月期,万人
2,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2005000406,2005年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2005000709,2005年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2005001012,2005年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2006000103,2006年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2006000406,2006年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2006001012,2006年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2007000103,2007年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2007000406,2007年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2007000709,2007年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2007001012,2007年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2008000103,2008年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2008000406,2008年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2008000709,2008年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,08,非労働力人口(～2017年),00000,全国,2008001012,2008年10～12月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000103,2003年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000406,2003年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003000709,2003年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2003001012,2003年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000103,2004年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000406,2004年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004000709,2004年7～9月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2004001012,2004年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000103,2005年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000406,2005年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005000709,2005年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2005001012,2005年10～12月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000103,2006年1～3月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2006000406,2006年4～6月期,万人
1,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000103,2007年1～3月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000406,2007年4～6月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2007000709,2007年7～9月期,万人
0,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,16,複合サービス事業,09,非労働力人口(就業希望者)(～2017年),00000,全国,2008000406,2008年4～6月期,万人
15,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2003000103,2003年1～3月期,万人
15,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2003000406,2003年4～6月期,万人
16,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2003000709,2003年7～9月期,万人
18,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2003001012,2003年10～12月期,万人
17,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2004000103,2004年1～3月期,万人
21,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2004000406,2004年4～6月期,万人
19,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2004000709,2004年7～9月期,万人
20,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2004001012,2004年10～12月期,万人
17,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2005000103,2005年1～3月期,万人
19,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2005000406,2005年4～6月期,万人
19,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2005000709,2005年7～9月期,万人
20,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2005001012,2005年10～12月期,万人
18,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2006000103,2006年1～3月期,万人
18,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2006000406,2006年4～6月期,万人
16,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2006000709,2006年7～9月期,万人
21,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2006001012,2006年10～12月期,万人
19,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2007000103,2007年1～3月期,万人
22,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2007000406,2007年4～6月期,万人
23,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2007000709,2007年7～9月期,万人
19,06,15歳以上人口,0,総数,04,定年又は雇用契約の満了のため,02,過去1年間に離職,17,サービス業（他に分類されないもの）,00,15歳以上人口,00000,全国,2007001012,2007年10～12月期,万人
