value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,area,area_label,time,time_label
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,12100,千葉市,2012000000,2012年
98,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,13000,東京都,2012000000,2012年
94,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,13100,特別区部,2012000000,2012年
27,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,14000,神奈川県,2012000000,2012年
16,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,14100,横浜市,2012000000,2012年
9,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,14130,川崎市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,14150,相模原市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,15000,新潟県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,15100,新潟市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,16000,富山県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,17000,石川県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,18000,福井県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,19000,山梨県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,20000,長野県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,21000,岐阜県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,22000,静岡県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,22100,静岡市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,22130,浜松市,2012000000,2012年
8,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,23000,愛知県,2012000000,2012年
4,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,23100,名古屋市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,24000,三重県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,25000,滋賀県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,26000,京都府,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,26100,京都市,2012000000,2012年
14,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,27000,大阪府,2012000000,2012年
12,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,27100,大阪市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,27140,堺市,2012000000,2012年
5,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,28000,兵庫県,2012000000,2012年
3,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,28100,神戸市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,29000,奈良県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,30000,和歌山県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,31000,鳥取県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,32000,島根県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,33000,岡山県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,33100,岡山市,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,34000,広島県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,34100,広島市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,35000,山口県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,36000,徳島県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,37000,香川県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,38000,愛媛県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,39000,高知県,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,40000,福岡県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,40100,北九州市,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,40130,福岡市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,41000,佐賀県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,42000,長崎県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,43000,熊本県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,44000,大分県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,45000,宮崎県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,46000,鹿児島県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,090,従業者規模 500人以上,47000,沖縄県,2012000000,2012年
41,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,00000,全国,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,01000,北海道,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,01100,札幌市,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,02000,青森県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,03000,岩手県,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,04000,宮城県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,04100,仙台市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,05000,秋田県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,06000,山形県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,07000,福島県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,08000,茨城県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,09000,栃木県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,10000,群馬県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,11000,埼玉県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,11100,さいたま市,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,12000,千葉県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,12100,千葉市,2012000000,2012年
10,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,13000,東京都,2012000000,2012年
9,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,13100,特別区部,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,14000,神奈川県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,14100,横浜市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,14130,川崎市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,14150,相模原市,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,15000,新潟県,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,15100,新潟市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,16000,富山県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,17000,石川県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,18000,福井県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,19000,山梨県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,20000,長野県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,21000,岐阜県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,22000,静岡県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,22100,静岡市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,22130,浜松市,2012000000,2012年
4,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,23000,愛知県,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,23100,名古屋市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,24000,三重県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,25000,滋賀県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,26000,京都府,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,26100,京都市,2012000000,2012年
5,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,27000,大阪府,2012000000,2012年
3,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,27100,大阪市,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,27140,堺市,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,28000,兵庫県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,28100,神戸市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,29000,奈良県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,30000,和歌山県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,31000,鳥取県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,32000,島根県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,33000,岡山県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,33100,岡山市,2012000000,2012年
2,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,34000,広島県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,34100,広島市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,35000,山口県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,36000,徳島県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,37000,香川県,2012000000,2012年
1,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,38000,愛媛県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,39000,高知県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,40000,福岡県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,40100,北九州市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,40130,福岡市,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,41000,佐賀県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,42000,長崎県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,43000,熊本県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,44000,大分県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,45000,宮崎県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,46000,鹿児島県,2012000000,2012年
-,811,事業所数,11570,391ソフトウェア業,100,従業者規模 出向・派遣従業者のみ,47000,沖縄県,2012000000,2012年
16996,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,00000,全国,2012000000,2012年
570,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,01000,北海道,2012000000,2012年
424,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,01100,札幌市,2012000000,2012年
86,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,02000,青森県,2012000000,2012年
101,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,03000,岩手県,2012000000,2012年
296,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,04000,宮城県,2012000000,2012年
270,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,04100,仙台市,2012000000,2012年
72,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,05000,秋田県,2012000000,2012年
99,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,06000,山形県,2012000000,2012年
141,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,07000,福島県,2012000000,2012年
283,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,08000,茨城県,2012000000,2012年
157,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,09000,栃木県,2012000000,2012年
207,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,10000,群馬県,2012000000,2012年
524,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,11000,埼玉県,2012000000,2012年
143,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,11100,さいたま市,2012000000,2012年
425,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,12000,千葉県,2012000000,2012年
95,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,12100,千葉市,2012000000,2012年
4627,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,13000,東京都,2012000000,2012年
4000,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,13100,特別区部,2012000000,2012年
1372,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,14000,神奈川県,2012000000,2012年
738,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,14100,横浜市,2012000000,2012年
236,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,14130,川崎市,2012000000,2012年
83,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,14150,相模原市,2012000000,2012年
238,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,15000,新潟県,2012000000,2012年
130,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,15100,新潟市,2012000000,2012年
106,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,16000,富山県,2012000000,2012年
167,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,17000,石川県,2012000000,2012年
110,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,18000,福井県,2012000000,2012年
93,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,19000,山梨県,2012000000,2012年
275,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,20000,長野県,2012000000,2012年
160,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,21000,岐阜県,2012000000,2012年
404,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,22000,静岡県,2012000000,2012年
113,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,22100,静岡市,2012000000,2012年
121,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,22130,浜松市,2012000000,2012年
1070,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,23000,愛知県,2012000000,2012年
735,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,23100,名古屋市,2012000000,2012年
130,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,24000,三重県,2012000000,2012年
88,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,25000,滋賀県,2012000000,2012年
260,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,26000,京都府,2012000000,2012年
188,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,26100,京都市,2012000000,2012年
1759,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,27000,大阪府,2012000000,2012年
1378,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,27100,大阪市,2012000000,2012年
42,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,27140,堺市,2012000000,2012年
482,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,28000,兵庫県,2012000000,2012年
235,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,28100,神戸市,2012000000,2012年
62,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,29000,奈良県,2012000000,2012年
47,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,30000,和歌山県,2012000000,2012年
44,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,31000,鳥取県,2012000000,2012年
51,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,32000,島根県,2012000000,2012年
172,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,33000,岡山県,2012000000,2012年
108,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,33100,岡山市,2012000000,2012年
363,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,34000,広島県,2012000000,2012年
258,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,34100,広島市,2012000000,2012年
103,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,35000,山口県,2012000000,2012年
57,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,36000,徳島県,2012000000,2012年
107,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,37000,香川県,2012000000,2012年
131,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,38000,愛媛県,2012000000,2012年
54,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,39000,高知県,2012000000,2012年
811,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,40000,福岡県,2012000000,2012年
111,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,40100,北九州市,2012000000,2012年
585,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,40130,福岡市,2012000000,2012年
44,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,41000,佐賀県,2012000000,2012年
100,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,42000,長崎県,2012000000,2012年
133,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,43000,熊本県,2012000000,2012年
92,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,44000,大分県,2012000000,2012年
73,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,45000,宮崎県,2012000000,2012年
102,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,46000,鹿児島県,2012000000,2012年
148,811,事業所数,11570,391ソフトウェア業,110,事業従事者規模 総数,47000,沖縄県,2012000000,2012年
6854,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,00000,全国,2012000000,2012年
244,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,01000,北海道,2012000000,2012年
155,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,01100,札幌市,2012000000,2012年
42,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,02000,青森県,2012000000,2012年
51,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,03000,岩手県,2012000000,2012年
121,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,04000,宮城県,2012000000,2012年
104,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,04100,仙台市,2012000000,2012年
38,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,05000,秋田県,2012000000,2012年
52,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,06000,山形県,2012000000,2012年
69,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,07000,福島県,2012000000,2012年
108,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,08000,茨城県,2012000000,2012年
72,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,09000,栃木県,2012000000,2012年
102,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,10000,群馬県,2012000000,2012年
327,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,11000,埼玉県,2012000000,2012年
65,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,11100,さいたま市,2012000000,2012年
252,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,12000,千葉県,2012000000,2012年
31,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,12100,千葉市,2012000000,2012年
1382,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,13000,東京都,2012000000,2012年
1041,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,13100,特別区部,2012000000,2012年
654,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,14000,神奈川県,2012000000,2012年
311,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,14100,横浜市,2012000000,2012年
98,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,14130,川崎市,2012000000,2012年
52,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,14150,相模原市,2012000000,2012年
101,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,15000,新潟県,2012000000,2012年
43,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,15100,新潟市,2012000000,2012年
41,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,16000,富山県,2012000000,2012年
69,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,17000,石川県,2012000000,2012年
47,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,18000,福井県,2012000000,2012年
52,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,19000,山梨県,2012000000,2012年
144,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,20000,長野県,2012000000,2012年
90,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,21000,岐阜県,2012000000,2012年
160,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,22000,静岡県,2012000000,2012年
34,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,22100,静岡市,2012000000,2012年
50,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,22130,浜松市,2012000000,2012年
422,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,23000,愛知県,2012000000,2012年
233,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,23100,名古屋市,2012000000,2012年
76,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,24000,三重県,2012000000,2012年
55,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,25000,滋賀県,2012000000,2012年
113,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,26000,京都府,2012000000,2012年
69,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,26100,京都市,2012000000,2012年
594,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,27000,大阪府,2012000000,2012年
363,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,27100,大阪市,2012000000,2012年
20,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,27140,堺市,2012000000,2012年
221,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,28000,兵庫県,2012000000,2012年
98,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,28100,神戸市,2012000000,2012年
50,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,29000,奈良県,2012000000,2012年
28,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,30000,和歌山県,2012000000,2012年
16,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,31000,鳥取県,2012000000,2012年
26,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,32000,島根県,2012000000,2012年
80,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,33000,岡山県,2012000000,2012年
42,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,33100,岡山市,2012000000,2012年
142,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,34000,広島県,2012000000,2012年
86,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,34100,広島市,2012000000,2012年
53,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,35000,山口県,2012000000,2012年
38,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,36000,徳島県,2012000000,2012年
46,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,37000,香川県,2012000000,2012年
56,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,38000,愛媛県,2012000000,2012年
27,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,39000,高知県,2012000000,2012年
298,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,40000,福岡県,2012000000,2012年
45,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,40100,北九州市,2012000000,2012年
173,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,40130,福岡市,2012000000,2012年
19,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,41000,佐賀県,2012000000,2012年
44,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,42000,長崎県,2012000000,2012年
63,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,43000,熊本県,2012000000,2012年
35,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,44000,大分県,2012000000,2012年
28,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,45000,宮崎県,2012000000,2012年
49,811,事業所数,11570,391ソフトウェア業,120,事業従事者規模 4人以下,46000,鹿児島県,2012000000,2012年
