value,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,area,area_label,time,time_label
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50103,103_大韓民国,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50103,103_大韓民国,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50103,103_大韓民国,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50103,103_大韓民国,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50105,105_中華人民共和国,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50105,105_中華人民共和国,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50105,105_中華人民共和国,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50105,105_中華人民共和国,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50106,106_台湾,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50106,106_台湾,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50106,106_台湾,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50106,106_台湾,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50107,107_モンゴル,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50107,107_モンゴル,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50107,107_モンゴル,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50108,108_香港,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50108,108_香港,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50108,108_香港,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50108,108_香港,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50110,110_ベトナム,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50110,110_ベトナム,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50110,110_ベトナム,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50110,110_ベトナム,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50111,111_タイ,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50111,111_タイ,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50111,111_タイ,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50111,111_タイ,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50112,112_シンガポール,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50112,112_シンガポール,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50112,112_シンガポール,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50112,112_シンガポール,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50113,113_マレーシア,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50113,113_マレーシア,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50113,113_マレーシア,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50113,113_マレーシア,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50116,116_ブルネイ,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50117,117_フィリピン,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50117,117_フィリピン,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50117,117_フィリピン,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50117,117_フィリピン,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50118,118_インドネシア,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50118,118_インドネシア,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50118,118_インドネシア,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50118,118_インドネシア,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50120,120_カンボジア,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50120,120_カンボジア,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50120,120_カンボジア,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50120,120_カンボジア,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50121,121_ラオス,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50121,121_ラオス,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50121,121_ラオス,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50121,121_ラオス,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50122,122_ミャンマー,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50122,122_ミャンマー,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50122,122_ミャンマー,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50122,122_ミャンマー,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50123,123_インド,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50123,123_インド,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50123,123_インド,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50123,123_インド,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50124,124_パキスタン,2026000000,2026年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50124,124_パキスタン,2025000000,2025年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50124,124_パキスタン,2024000000,2024年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50124,124_パキスタン,2023000000,2023年
0,00000000,0_食料品及び動物,110,合計_数量,50100,東京,50125,125_スリランカ,2026000000,2026年
